WR_Doc_ID,Parent,Parent_Qa,AnnualVolumeQuantity_filled
4664451,2061544,284,1.16
4664465,2061544,284,1.16
4664477,2061544,284,1.16
4666062,2140051,205,108.9
4666099,2140051,205,9.5
4666108,2140051,205,86.6
4666290,2081626,187,25
4666307,2081549,212,25
4666587,2137826,48.5,23.25
4666603,2137826,48.5,11.6
4666626,2137826,48.5,13.6
4666854,2140713,1717,399.6
4666910,2140713,1717,225.9
4666929,2140713,1717,497.9
4667602,2142913,168,32.66
4668838,2077087,90,68.8
4669043,2084737,426.84,167.04
4669936,2079286,98.5,59
4670050,2133952,11836.95,8703
4670122,2134194,85,38.9
4672985,2084689,112053,5284
4673097,2038675,192.75,162.5
4673163,2144561,1520,194.84
4673772,2133994,27,20.25
4673911,2083732,240,144.16
4675233,2138025,1767,340.95
4675251,2138025,1767,657.4
4676102,2109409,536,219.1
4678711,4764143,52.54,52.54
4679893,2135393,532,46
4681315,2085192,2650,958.4
4681332,2085192,2650,689.6
4681350,2085192,2650,656
4681391,2077852,139,33
4681404,2077852,139,101
4684711,2140662,560,108.05
4684736,2140662,560,208.34
4684750,2139375,1383,208.89
4684763,2139375,1383,17.42
4685647,2143238,45.3,22
4685664,2143238,45.3,9.7
4687898,2139781,1908,249
4687911,2139781,1908,470
4687939,2139781,1908,448
4688015,2079319,363,171.51
4691861,2134501,380,330
4697609,2142045,640,625
4699503,4190579,7072.06,7072.06
4700946,2079323,330.6,330.6
4700991,2079299,158.3,139.4
4701356,2283263,1082,1082
4702489,4741468,25.64,14.06
4702649,2077791,320,40.867
4713349,2133550,107.2,85.3
4720748,4762288,237.6,237.6
4720773,4757288,61.6,49.5
4721090,4746612,356,356
4723089,2077791,320,107.713
4723251,2135050,415.65,262.15
4725268,2047150,516,209.29
4732491,2138662,120.9,120.9
4733366,2133692,960,239
4736146,2134809,25,21
4741409,NULL,,40.5
4741421,NULL,,20
4741431,NULL,,7.2
4741454,NULL,,384.68
4741478,NULL,,116.5
4741494,NULL,,67
4741511,NULL,,45.5
4741525,NULL,,12.25
4741539,NULL,,50
4741553,NULL,,45
4741573,NULL,,48.34
4741587,NULL,,69.6
4741598,NULL,,60.5
4741622,NULL,,372
4741657,NULL,,77.8
4741668,NULL,,132.5
4741756,NULL,,11.412
4741765,NULL,,7.38
4741775,NULL,,103
4741784,NULL,,125
4741794,NULL,,22.56
4741804,NULL,,7.42
4741814,NULL,,32.68
4741826,NULL,,1.72
4741842,NULL,,102.86
4741871,NULL,,3.68
4741884,NULL,,5.95
4741896,NULL,,4.15
4741908,NULL,,4.15
4741920,NULL,,10.72
4741932,NULL,,83.76
4741945,NULL,,25.84
4741957,NULL,,5.37
4741969,NULL,,32.34
4741985,NULL,,40.42
4742000,NULL,,14.28
4742013,NULL,,21553
4742052,NULL,,235.84
4742063,NULL,,132
4742074,NULL,,3.44
4742110,NULL,,11.4
4742122,NULL,,20.64
4742135,NULL,,3.11
4742147,NULL,,18.78
4742160,NULL,,5.16
4742173,NULL,,79.9
4742188,NULL,,3.65
4742200,NULL,,3.11
4742212,NULL,,2.37
4742224,NULL,,42.86
4742237,NULL,,8.43
4742252,NULL,,2.06
4742268,NULL,,125.4
4742280,NULL,,317.7
4742292,NULL,,134.64
4742303,NULL,,46.9
4742314,NULL,,273
4742326,NULL,,154
4742338,NULL,,654.72
4742349,NULL,,363.88
4742363,NULL,,321.64
4742375,NULL,,105.6
4742386,NULL,,18.26
4742398,NULL,,91.08
4742410,NULL,,35.2
4742421,NULL,,1.1
4742432,NULL,,8.8
4742443,NULL,,11
4742454,NULL,,136.4
4742466,NULL,,323.4
4742477,NULL,,105.6
4742488,NULL,,101.2
4742499,NULL,,135.5
4742511,NULL,,140.8
4742525,NULL,,37.4
4742537,NULL,,26.4
4742549,NULL,,19.8
4742561,NULL,,101.2
4742573,NULL,,13.43
4742586,NULL,,19.95
4742601,NULL,,30.22
4742614,NULL,,21.72
4742626,NULL,,4.2
4742637,NULL,,6.13
4742648,NULL,,4.9
4742659,NULL,,19.95
4742670,NULL,,5.5
4742681,NULL,,5.85
4742693,NULL,,6.13
4742704,NULL,,3.3
4742715,NULL,,6.13
4742726,NULL,,6.13
4742737,NULL,,6.13
4742748,NULL,,2.2
4742759,NULL,,22
4742772,NULL,,3.3
4742784,NULL,,7.92
4742795,NULL,,14.62
4742808,NULL,,3.84
4742853,NULL,,8.6
4742868,NULL,,31.54
4742886,NULL,,119.4
4742907,NULL,,2.55
4742921,NULL,,6.91
4742935,NULL,,4.02
4742951,NULL,,5.26
4742964,NULL,,1.82
4742978,NULL,,3.68
4742993,NULL,,2.13
4743006,NULL,,27.26
4743023,NULL,,122.12
4743036,NULL,,56.76
4743081,NULL,,1.53
4743094,NULL,,58.38
4743123,NULL,,158.52
4743151,NULL,,5.16
4743165,NULL,,27.43
4743199,NULL,,45.5
4743212,NULL,,5
4743236,NULL,,9
4743256,NULL,,50
4743290,NULL,,77
4743300,NULL,,36
4743327,NULL,,180
4743358,NULL,,180
4743368,NULL,,88.6
4743413,NULL,,10
4743436,NULL,,4.5
4743458,NULL,,2
4743479,NULL,,3.38
4743514,NULL,,2
4743630,NULL,,4
4743642,NULL,,4
4743665,NULL,,6
4744051,NULL,,2.5
4744105,NULL,,2
4744137,NULL,,200
4744148,NULL,,2
4744161,NULL,,1
4744173,NULL,,64.7
4744184,NULL,,5.3
4744205,NULL,,2
4744217,NULL,,2
4744229,NULL,,79.2
4744239,NULL,,2
4744252,NULL,,11
4744334,NULL,,200
4744420,NULL,,3
4744429,NULL,,22
4744468,NULL,,8
4744478,NULL,,14
4744490,NULL,,2.5
4744530,NULL,,121
4744571,NULL,,188
4744601,NULL,,4
4744631,NULL,,260
4744665,NULL,,300
4744717,NULL,,7.5
4744729,NULL,,60
4744738,NULL,,18.6
4744748,NULL,,21
4744759,NULL,,39
4744780,NULL,,285
4744801,NULL,,80.8
4744812,NULL,,16.8
4744845,NULL,,16.91
4744857,NULL,,1.29
4744869,NULL,,133.39
4744881,NULL,,10.78
4744893,NULL,,2.06
4744906,NULL,,1.29
4744918,NULL,,68.82
4744935,NULL,,15.7
4744948,NULL,,30.15
4744960,NULL,,6.88
4744972,NULL,,11.89
4744986,NULL,,8.79
4745000,NULL,,2.58
4745012,NULL,,5.16
4745024,NULL,,2.55
4745036,NULL,,15.12
4745060,NULL,,65.33
4745074,NULL,,4.3
4745086,NULL,,29.35
4745101,NULL,,5.28
4745125,NULL,,1.72
4745137,NULL,,4.4
4745161,NULL,,2.65
4745173,NULL,,5.13
4745185,NULL,,8.27
4745197,NULL,,8.6
4745223,NULL,,17.23
4745235,NULL,,1.46
4745250,NULL,,13.16
4745265,NULL,,5.4
4745290,NULL,,33.71
4745304,NULL,,13.45
4745316,NULL,,3.44
4745328,NULL,,3.51
4745340,NULL,,25.82
4745353,NULL,,15.48
4745366,NULL,,7.22
4745380,NULL,,48.16
4745392,NULL,,7.31
4745404,NULL,,25.75
4745417,NULL,,10.32
4745430,NULL,,15.65
4745443,NULL,,15.82
4745455,NULL,,4.56
4745467,NULL,,25.8
4745480,NULL,,10.15
4745492,NULL,,4.64
4745504,NULL,,8.69
4745516,NULL,,10.15
4745528,NULL,,6.71
4745540,NULL,,5.42
4745552,NULL,,1.32
4745566,NULL,,8.07
4745580,NULL,,14.79
4745595,NULL,,9.12
4745609,NULL,,7.1
4745623,NULL,,4.8
4745640,NULL,,1.58
4745658,NULL,,24.68
4745675,NULL,,4.27
4745693,NULL,,3.62
4745710,NULL,,8.6
4745731,NULL,,10.11
4745751,NULL,,8.82
4745769,NULL,,44.26
4745787,NULL,,9
4745805,NULL,,24.08
4745821,NULL,,23.29
4745837,NULL,,2.4
4745850,NULL,,8.27
4745863,NULL,,8.6
4745876,NULL,,17.6
4745893,NULL,,7.59
4745910,NULL,,8.6
4745927,NULL,,1.67
4745942,NULL,,7.74
4745959,NULL,,24.42
4745977,NULL,,3.78
4745994,NULL,,78.78
4746008,NULL,,175.44
4746022,NULL,,3.25
4746039,NULL,,17.61
4746052,NULL,,8.7
4746065,NULL,,37.77
4746083,NULL,,3.44
4746096,NULL,,3.44
4746109,NULL,,3.04
4746126,NULL,,6.88
4746141,NULL,,131.89
4746159,NULL,,52.46
4746172,NULL,,20.3
4746191,NULL,,17.2
4746203,NULL,,1552
4746219,NULL,,66
4746230,NULL,,10
4746242,NULL,,5
4746253,NULL,,57
4746264,NULL,,5
4746278,NULL,,8
4746291,NULL,,60.5
4746337,NULL,,39.3
4746352,NULL,,392.84
4746386,NULL,,9.6
4746396,NULL,,117.9
4746410,NULL,,409
4746449,NULL,,31
4746460,NULL,,73
4746472,NULL,,21.4
4746483,NULL,,607
4746496,NULL,,738
4746546,NULL,,81.2
4746561,NULL,,348
4746596,NULL,,1271
4746636,NULL,,429
4746650,NULL,,160
4746660,NULL,,100
4746671,NULL,,40
4746683,NULL,,312
4746704,NULL,,158.4
4746718,NULL,,628.36
4746727,NULL,,33.2
4746739,NULL,,84.89
4746750,NULL,,300
4746761,NULL,,32.3
4746772,NULL,,119
4746783,540,,540
4746795,NULL,,135.4
4746804,NULL,,22.6
4746831,NULL,,180
4746842,NULL,,90
4746855,NULL,,114
4746879,NULL,,56
4746890,NULL,,158.5
4746909,NULL,,374
4746927,NULL,,799
4746936,NULL,,284
4746945,NULL,,365.85
4747012,NULL,,30
4747036,4423393,776.48,776.48
4747046,6800373,100,100
4747057,NULL,,286.12
4747066,NULL,,640
4747076,NULL,,480.5
4747087,NULL,,468
4747096,NULL,,31.2
4747108,NULL,,51.6
4747120,NULL,,452
4747137,NULL,,712.8
4747148,NULL,,150.7
4747163,NULL,,81.159
4747174,NULL,,151.2
4747194,NULL,,238
4747221,NULL,,299
4747235,NULL,,97.5
4747247,NULL,,75
4747257,NULL,,391
4747269,NULL,,759
4747279,NULL,,180
4747290,NULL,,300
4747301,NULL,,507
4747322,NULL,,78
4747332,NULL,,39
4747371,NULL,,36
4747383,NULL,,286.9
4747397,NULL,,45
4747409,NULL,,78
4747420,NULL,,312
4747451,NULL,,597
4747462,NULL,,160
4747473,NULL,,235.5
4747484,NULL,,358
4747495,NULL,,685
4747505,NULL,,169.5
4747516,NULL,,2002
4747531,NULL,,240
4747541,NULL,,40
4747551,NULL,,110
4747590,NULL,,187.82
4747615,NULL,,25
4747628,NULL,,341.55
4747640,NULL,,60.32
4747654,NULL,,68.42
4747668,NULL,,63.68
4747682,NULL,,574.96
4747720,NULL,,222.12
4747732,NULL,,38
4747745,NULL,,80
4747757,NULL,,257.5
4747772,NULL,,32
4747786,NULL,,140
4747808,NULL,,431.75
4747822,NULL,,275.64
4747838,NULL,,321.58
4747853,NULL,,6
4747864,NULL,,12
4747875,NULL,,200
4747888,NULL,,272.32
4747902,NULL,,80
4747913,NULL,,54.6
4747928,NULL,,65.52
4747943,NULL,,556.8
4747954,NULL,,500
4747966,NULL,,20
4747977,NULL,,460.47
4747990,NULL,,230.23
4748004,NULL,,230.23
4748018,NULL,,125.58
4748032,NULL,,120
4748047,NULL,,200
4748059,NULL,,872.66
4748077,NULL,,40
4748093,NULL,,48
4748108,NULL,,128
4748124,NULL,,4
4748135,NULL,,3
4748169,NULL,,11
4748190,NULL,,4
4748200,NULL,,57.5
4748211,NULL,,20
4748222,NULL,,18
4748233,NULL,,12
4748245,NULL,,38
4748256,NULL,,16
4748270,NULL,,161
4748287,NULL,,40
4748300,NULL,,10.5
4748313,NULL,,26
4748324,NULL,,12
4748334,NULL,,32
4748345,NULL,,61.52
4748363,NULL,,10
4748387,NULL,,10.5
4748397,NULL,,659
4748421,NULL,,1095.4
4748437,NULL,,86.683
4748449,NULL,,402
4748460,NULL,,330
4748474,NULL,,402.5
4748484,NULL,,163.2
4748509,NULL,,70
4748521,NULL,,70
4748533,NULL,,641
4748571,NULL,,25
4748581,NULL,,16
4748622,NULL,,49.261
4748645,NULL,,50
4748655,NULL,,619
4748667,NULL,,603.2
4748683,NULL,,294.4
4748709,NULL,,21.319
4748721,NULL,,275
4748733,NULL,,200
4748761,NULL,,200
4748773,NULL,,240
4748784,NULL,,54
4748795,NULL,,35.26
4748819,NULL,,1.45
4748831,NULL,,183
4748845,NULL,,183.46
4748860,NULL,,320
4748871,NULL,,36.25
4748922,NULL,,209.71
4748933,NULL,,471.63
4748969,NULL,,280
4748980,NULL,,193.8
4748992,NULL,,765
4749005,NULL,,51
4749017,NULL,,228
4749034,NULL,,5.7
4749064,NULL,,1.96
4749088,NULL,,8.12
4749101,NULL,,1.72
4749136,NULL,,401
4749171,NULL,,2
4749220,NULL,,1032.55
4749230,NULL,,36.83
4749242,NULL,,50.5
4749253,NULL,,2.03
4749265,NULL,,27.69
4749279,NULL,,27.26
4749305,NULL,,109.21
4749319,NULL,,86.29
4749332,NULL,,51.31
4749359,NULL,,34.4
4749371,NULL,,8.69
4749383,NULL,,16.77
4749395,NULL,,120.4
4749408,NULL,,40.49
4749433,NULL,,1.05
4749446,NULL,,3.44
4749458,NULL,,4.23
4749470,NULL,,43
4749483,NULL,,5.85
4749495,NULL,,3.01
4749507,NULL,,31
4749520,NULL,,11.13
4749533,NULL,,4.27
4749545,NULL,,19.66
4749581,NULL,,29.24
4749595,NULL,,20.64
4749620,NULL,,25.32
4749633,NULL,,6.88
4749645,NULL,,8.6
4749657,NULL,,17.2
4749669,NULL,,120.4
4749683,NULL,,5.5
4749695,NULL,,3.87
4749708,NULL,,30.96
4749720,NULL,,54.61
4749733,NULL,,27.52
4749746,NULL,,55.04
4749759,NULL,,14.05
4749774,NULL,,73.93
4749791,NULL,,34.4
4749804,NULL,,22.38
4749820,NULL,,4.87
4749835,NULL,,11.18
4749848,NULL,,1.74
4749861,NULL,,9.03
4749874,NULL,,1.7
4749887,NULL,,1.72
4749900,NULL,,1.7
4749913,NULL,,77.4
4749937,NULL,,121
4749961,NULL,,580
4749986,NULL,,132
4749997,NULL,,372
4750007,NULL,,74.85
4750020,NULL,,68
4750031,NULL,,280
4750042,NULL,,25.66
4750056,NULL,,604
4750155,NULL,,30.8
4750186,NULL,,100.5
4750197,NULL,,86
4750212,NULL,,34.6
4750223,NULL,,49
4750234,NULL,,25.5
4750250,NULL,,50.5
4750263,NULL,,51
4750274,NULL,,70
4750284,NULL,,364
4750295,4302478,160,66.62
4750332,NULL,,1137
4750347,NULL,,140.8
4750359,NULL,,86
4750371,NULL,,300.96
4750383,NULL,,395
4750392,NULL,,35
4750403,NULL,,1
4750417,NULL,,5
4750428,NULL,,2
4750441,NULL,,523
4750453,NULL,,101
4750465,NULL,,334.5
4750477,NULL,,200
4750487,NULL,,122
4750516,NULL,,6584.4902
4750534,NULL,,446.7
4750544,NULL,,355.4
4750554,NULL,,48.3
4750564,NULL,,40.2
4750576,NULL,,18.8
4750590,NULL,,33
4750623,NULL,,15.33
4750635,NULL,,277.3
4750646,NULL,,179
4750656,NULL,,18.8
4750672,NULL,,8.9
4750695,NULL,,229.3
4750705,NULL,,428.4
4750718,NULL,,428.4
4750730,NULL,,194.2
4750740,NULL,,61
4750749,NULL,,42.9
4750762,NULL,,42.9
4750772,NULL,,21.35
4750782,NULL,,2.5
4750791,NULL,,142.4
4750803,NULL,,142.46
4750815,NULL,,177.7
4750827,NULL,,747.3
4750849,NULL,,942
4750868,NULL,,516
4750878,NULL,,355.3
4750888,NULL,,12
4750901,NULL,,551.06
4750913,NULL,,1263.36
4750922,NULL,,37.5
4750941,NULL,,962
4750950,NULL,,1098.6
4750987,NULL,,32
4751002,NULL,,158.6
4751021,NULL,,56
4751033,NULL,,14.42
4751043,NULL,,21.4
4751054,NULL,,356.4
4751065,NULL,,171.88
4751076,NULL,,356.4
4751087,NULL,,356.4
4751098,NULL,,80.5
4751121,NULL,,29.16
4751135,NULL,,27.68
4751149,NULL,,393.65
4751193,NULL,,28
4751205,NULL,,66.53
4751217,NULL,,105.16
4751231,NULL,,72.26
4751242,NULL,,42.62
4751252,NULL,,28
4751275,NULL,,211.87
4751287,NULL,,196
4751297,NULL,,216.9
4751308,NULL,,506.1
4751319,NULL,,240
4751328,NULL,,193.74
4751351,NULL,,105.8
4751361,NULL,,110.7
4751371,NULL,,10.8
4751395,NULL,,23
4751406,NULL,,1440
4751428,NULL,,130
4751440,NULL,,29
4751463,NULL,,20.68
4751474,NULL,,16.2
4751485,NULL,,66
4751497,NULL,,98
4751510,NULL,,5.4
4751532,NULL,,21.6
4751543,NULL,,13.5
4751554,NULL,,10.8
4751575,NULL,,11
4751608,NULL,,22
4751631,NULL,,221
4751642,NULL,,84
4751657,NULL,,15
4751668,NULL,,26
4751710,NULL,,5163
4751727,NULL,,5263
4751738,NULL,,1746
4751815,NULL,,344
4751824,NULL,,16876
4751834,NULL,,4300
4751845,NULL,,1100
4751854,NULL,,73.4
4751881,NULL,,157.5
4751891,NULL,,9
4751904,NULL,,3.38
4751915,NULL,,31.8
4751925,NULL,,270
4751936,NULL,,2845.55
4751952,NULL,,147
4751963,NULL,,3952.3201
4751981,NULL,,3123.1499
4751996,NULL,,1007.617
4752008,NULL,,284.511
4752020,NULL,,42.694
4752032,NULL,,142.44
4752044,NULL,,606.952
4752056,NULL,,114.749
4752068,NULL,,1110.458
4752080,NULL,,42337.2109
4752092,NULL,,606.951
4752104,NULL,,4486
4752120,NULL,,10484
4752129,NULL,,27
4752148,NULL,,90
4752160,NULL,,45
4752172,NULL,,90
4752185,NULL,,789
4752197,NULL,,11299.8203
4752212,NULL,,13.5
4752222,NULL,,6320
4752233,NULL,,2479
4752244,NULL,,76.5
4752254,NULL,,2.3
4752264,NULL,,8504
4752275,NULL,,7.9
4752286,NULL,,88
4752299,NULL,,1.1
4752309,NULL,,1.1
4752319,NULL,,11.3
4752330,NULL,,3.8
4752341,NULL,,3.4
4752401,NULL,,55
4752449,NULL,,9.5
4752463,NULL,,15.75
4752477,NULL,,10.125
4752487,NULL,,42.13
4752497,NULL,,8.32
4752508,NULL,,272.75
4752527,NULL,,401
4752551,NULL,,153.3
4752567,NULL,,66
4752577,NULL,,16.75
4752591,NULL,,27
4752601,NULL,,6
4752613,NULL,,46.5
4752625,NULL,,6
4752636,NULL,,87
4752647,NULL,,15
4752659,NULL,,252
4752669,NULL,,9
4752681,NULL,,60
4752692,NULL,,3
4752704,NULL,,15
4752714,NULL,,141
4752725,NULL,,24
4752735,NULL,,4.5
4752745,NULL,,15
4752755,NULL,,82.5
4752770,NULL,,2.25
4752780,NULL,,254.7
4752821,NULL,,9
4752832,NULL,,3
4752843,NULL,,8.6
4752853,NULL,,35
4752864,NULL,,12.3
4752875,NULL,,4.5
4752885,NULL,,12.3
4752896,NULL,,25
4752908,NULL,,6.8
4752919,NULL,,15.8
4752932,NULL,,29
4752943,NULL,,24
4752954,NULL,,34.47
4752964,NULL,,26.81
4752974,NULL,,16
4752988,NULL,,24.34
4753005,NULL,,290.92
4753018,NULL,,13.54
4753031,NULL,,1.5
4753044,NULL,,19
4753055,NULL,,2
4753065,NULL,,1
4753076,NULL,,3
4753089,NULL,,23.5
4753102,NULL,,247.5
4753115,NULL,,15.55
4753131,NULL,,250
4753142,NULL,,5.28
4753155,NULL,,16
4753169,NULL,,121
4753181,NULL,,16
4753192,NULL,,16
4753203,NULL,,16
4753214,NULL,,16
4753225,NULL,,121
4753236,NULL,,13.6
4753249,NULL,,22.9
4753264,NULL,,10.36
4753277,NULL,,10.15
4753290,NULL,,5.5
4753304,NULL,,5.55
4753320,NULL,,31.33
4753331,NULL,,6.22
4753354,NULL,,75.75
4753366,NULL,,17.8
4753387,NULL,,31
4753403,NULL,,35
4753415,NULL,,123.53
4753425,NULL,,410.2
4753437,NULL,,193.5
4753448,NULL,,125
4753460,NULL,,135.68
4753474,NULL,,46
4753486,NULL,,528.5
4753497,NULL,,200
4753520,NULL,,40
4753533,NULL,,9.9
4753543,NULL,,15
4753556,NULL,,150
4753586,NULL,,188.6
4753607,NULL,,90
4753617,NULL,,162
4753628,NULL,,775
4753640,NULL,,355
4753653,NULL,,315
4753666,NULL,,96.431
4753678,NULL,,25
4753688,NULL,,102.5
4753702,NULL,,270.4
4753712,NULL,,222.15
4753722,NULL,,101.25
4753736,NULL,,253.5
4753757,NULL,,575
4753770,NULL,,77
4753782,NULL,,202.5
4753804,NULL,,175
4753815,NULL,,51.2
4753828,NULL,,51.2
4753841,NULL,,250
4753852,NULL,,400
4753863,NULL,,101
4753875,NULL,,124.03
4753902,NULL,,126
4753915,NULL,,101
4753927,NULL,,579
4753939,NULL,,378
4753962,NULL,,22.5
4753973,NULL,,804
4753985,NULL,,90
4753997,NULL,,127.5
4754010,NULL,,200
4754021,NULL,,90
4754033,NULL,,62.5
4754045,NULL,,181.7
4754057,NULL,,48.43
4754069,NULL,,90.52
4754083,NULL,,1200
4754094,NULL,,6.5
4754104,NULL,,304
4754116,NULL,,30
4754126,NULL,,50
4754137,NULL,,30
4754148,NULL,,360
4754160,NULL,,386.5
4754175,NULL,,80.25
4754187,NULL,,463
4754201,NULL,,226
4754213,NULL,,255
4754229,NULL,,30
4754243,NULL,,130
4754276,NULL,,151
4754288,NULL,,100.25
4754304,NULL,,917
4754319,NULL,,85
4754345,NULL,,25.5
4754379,NULL,,9
4754400,NULL,,2.43
4754413,NULL,,29.82
4754426,NULL,,6.45
4754438,NULL,,3.39
4754463,NULL,,1.82
4754476,NULL,,1.82
4754489,NULL,,1.72
4754501,NULL,,14.52
4754516,NULL,,2.22
4754529,NULL,,1.82
4754542,NULL,,27.31
4754555,NULL,,34.23
4754591,NULL,,1.82
4754604,NULL,,1.82
4754617,NULL,,43.17
4754640,NULL,,1.14
4754667,NULL,,4.3
4754679,NULL,,1309.8
4754705,NULL,,8.6
4754718,NULL,,10.32
4754730,NULL,,8.6
4754742,NULL,,8.6
4754755,NULL,,1.14
4754768,NULL,,1.14
4754781,NULL,,12.9
4754793,NULL,,18.92
4754806,NULL,,17.2
4754818,NULL,,10.87
4754832,NULL,,2.06
4754846,NULL,,8.17
4754858,NULL,,32.68
4754870,NULL,,26.23
4754882,NULL,,11.75
4754894,NULL,,14.57
4754906,NULL,,9.18
4754918,NULL,,4.61
4754931,NULL,,21.33
4754944,NULL,,18.64
4754958,NULL,,18.64
4754969,NULL,,12
4754981,NULL,,20
4754992,NULL,,12
4755012,NULL,,46
4755024,NULL,,36
4755038,NULL,,12.11
4755051,NULL,,50.8
4755060,NULL,,120
4755085,NULL,,89
4755118,NULL,,44
4755141,NULL,,36
4755153,NULL,,200
4755164,NULL,,105
4755196,NULL,,50.36
4755210,NULL,,32
4755223,NULL,,40
4755236,NULL,,40
4755260,NULL,,189
4755271,NULL,,240
4755283,NULL,,240
4755304,NULL,,102.8
4755314,NULL,,300
4755325,NULL,,432
4755354,NULL,,846.53
4755370,NULL,,250
4755382,NULL,,250
4755406,NULL,,180
4755417,NULL,,36.4
4755426,NULL,,330
4755499,NULL,,4
4755508,NULL,,235
4755530,NULL,,3
4755542,NULL,,6
4755562,NULL,,132
4755573,NULL,,55
4755584,NULL,,60
4755594,NULL,,6
4755606,NULL,,40
4755618,NULL,,75
4755629,NULL,,14.5
4755640,NULL,,112
4755652,NULL,,7
4755686,NULL,,42.45
4755698,NULL,,340
4755710,NULL,,200
4755721,NULL,,172
4755735,NULL,,267.3
4755746,NULL,,18.88
4755757,NULL,,22.3
4755768,NULL,,169.8
4755790,NULL,,1078.2
4755803,NULL,,1270
4755819,NULL,,62
4755830,NULL,,618.42
4755842,NULL,,160
4755862,NULL,,699
4755874,NULL,,70.5
4755885,NULL,,37.6
4755898,NULL,,68.6
4755911,NULL,,153.2
4755922,NULL,,778
4755934,NULL,,523
4755945,NULL,,67.7
4755954,NULL,,214.5
4755966,NULL,,2
4755977,NULL,,140.25
4755987,NULL,,381
4755999,NULL,,23.5
4756010,NULL,,10.5
4756035,NULL,,7
4756059,NULL,,40
4756070,NULL,,520
4756080,NULL,,360
4756090,NULL,,220
4756119,NULL,,150
4756144,NULL,,181
4756158,NULL,,14.4
4756167,NULL,,710
4756179,NULL,,181.78
4756190,NULL,,22.8
4756201,NULL,,64
4756211,NULL,,246.1
4756222,NULL,,375.5
4756233,NULL,,288
4756255,NULL,,176.7
4756266,NULL,,250.8
4756277,NULL,,98.4
4756330,NULL,,100
4756351,NULL,,492.8
4756362,NULL,,431
4756372,NULL,,215.6
4756381,NULL,,388.08
4756390,NULL,,431.2
4756400,NULL,,250
4756411,NULL,,400
4756422,NULL,,69.9
4756432,NULL,,10
4756444,NULL,,9
4756455,NULL,,131.5
4756466,NULL,,21.25
4756479,NULL,,23.5
4756490,NULL,,38.75
4756514,NULL,,6.98
4756530,NULL,,6.85
4756541,NULL,,6.02
4756553,NULL,,6.31
4756568,NULL,,24
4756580,NULL,,96
4756594,NULL,,4
4756607,NULL,,20.5
4756664,NULL,,68
4756675,NULL,,2
4756684,NULL,,62.4
4756695,NULL,,28
4756705,NULL,,40
4756714,NULL,,140
4756725,NULL,,80
4756739,NULL,,341.6
4756768,NULL,,21.6
4756790,NULL,,202
4756802,NULL,,64.8
4756815,NULL,,361.2
4756850,NULL,,2
4756859,NULL,,60
4756870,NULL,,60
4756880,NULL,,128
4756899,NULL,,1228.72
4756942,NULL,,61.2
4756955,NULL,,58.8
4756968,NULL,,7
4757003,NULL,,25
4757014,NULL,,84
4757026,NULL,,158
4757036,NULL,,4.8
4757048,NULL,,46
4757059,NULL,,73
4757083,NULL,,12
4757093,NULL,,178.72
4757104,NULL,,8
4757117,NULL,,60
4757129,NULL,,120
4757142,NULL,,270
4757154,NULL,,302
4757166,NULL,,37
4757177,NULL,,78.78
4757189,NULL,,62.8
4757202,NULL,,470.1
4757216,NULL,,58
4757229,NULL,,10
4757240,NULL,,320
4757251,NULL,,62
4757264,NULL,,84
4757275,NULL,,58
4757299,NULL,,158
4757309,NULL,,81
4757321,NULL,,445
4757333,NULL,,82
4757344,NULL,,360
4757355,NULL,,36
4757365,NULL,,480
4757385,NULL,,67.5
4757395,NULL,,267.939
4757407,NULL,,30
4757426,NULL,,925
4757439,NULL,,155
4757453,NULL,,468
4757471,NULL,,1
4757483,NULL,,2
4757495,NULL,,90
4757507,NULL,,392
4757518,NULL,,130
4757937,NULL,,6.31
4757949,NULL,,6.2
4757961,NULL,,5.16
4757973,NULL,,6.88
4757985,NULL,,6.33
4757997,NULL,,6.36
4758009,NULL,,15.48
4758034,NULL,,150
4758046,NULL,,9
4758056,NULL,,164
4758067,NULL,,65.6
4758076,NULL,,148.5
4758085,NULL,,148.5
4758094,NULL,,598.1
4758139,NULL,,65.6
4758148,NULL,,37.5
4758220,NULL,,178.2
4758281,NULL,,21.985
4758293,NULL,,163.45
4758304,NULL,,153
4758323,NULL,,6
4758335,NULL,,59.5
4758346,NULL,,9630
4758376,NULL,,195
4758388,NULL,,75
4758451,NULL,,11.27
4758465,NULL,,8.11
4758479,NULL,,13.93
4758544,NULL,,184.302
4758617,NULL,,66
4758643,NULL,,110
4758655,NULL,,89.1
4758670,NULL,,287
4758683,NULL,,98.5
4758784,NULL,,48
4758821,NULL,,73.45
4758834,NULL,,5.4
4758870,NULL,,37.126
4758883,NULL,,379.75
4758915,NULL,,54
4758930,NULL,,297.5
4759029,NULL,,24
4759039,NULL,,13.8
4759049,NULL,,21.6
4759071,NULL,,304
4759082,NULL,,755.3
4759096,NULL,,17.875
4759207,NULL,,52
4759242,NULL,,247.375
4759333,NULL,,44.8
4759351,NULL,,23
4759363,NULL,,30
4759376,NULL,,153
4759388,NULL,,1294.259
4759404,NULL,,99.99
4759417,NULL,,2470.512
4759475,NULL,,208
4759503,NULL,,5.2
4759513,NULL,,8.6
4759523,NULL,,106290
4759536,NULL,,7
4759703,NULL,,73.71
4759713,NULL,,56.7
4759723,NULL,,156.6
