WR_Doc_ID,Parent,Parent_Qa,AnnualVolumeQuantity_filled
2080844,NULL,,32
2080847,NULL,,187
2080851,NULL,,60
2080852,NULL,,12
2080853,NULL,,73.6
2080854,NULL,,46.6
2080855,NULL,,208
2080856,NULL,,10.5
2080857,NULL,,25
2080858,NULL,,54.25
2080864,NULL,,270
2080867,NULL,,28
2080868,NULL,,85.3
2080869,NULL,,80
2080870,NULL,,49
2080871,NULL,,9.5
2080873,NULL,,24.5
2080874,NULL,,193.6
2080876,NULL,,13
2080877,NULL,,48
2080880,NULL,,12.5
2080883,NULL,,55.1
2080884,NULL,,24.8
2080885,NULL,,57.5
2080888,NULL,,24.15
2080892,NULL,,21.5
2080893,NULL,,18
2080900,NULL,,70.4
2080902,NULL,,190.4
2080904,NULL,,129.5
2080906,NULL,,11.1
2080907,NULL,,14.4
2080910,NULL,,41
2080911,NULL,,363.8
2080913,NULL,,11
2080914,NULL,,64.6
2080915,NULL,,64
2080916,NULL,,262
2080917,NULL,,20
2080919,NULL,,70.2
2080920,NULL,,24
2080921,NULL,,34.4
2080923,NULL,,133
2080924,NULL,,4.92
2080926,NULL,,10.8
2080927,NULL,,22.8
2080928,NULL,,2.81
2080929,NULL,,21
2080930,NULL,,440
2080932,NULL,,24.42
2080933,NULL,,65.6
2080934,NULL,,113.6
2080935,NULL,,12
2080936,NULL,,32
2080937,NULL,,10
2080938,NULL,,85.2
2080939,NULL,,24
2080941,NULL,,48
2080942,NULL,,4.75
2080944,NULL,,86
2080946,NULL,,27.2
2080947,NULL,,30
2080948,NULL,,54
2080950,NULL,,15
2080951,NULL,,4.2
2080953,NULL,,45.5
2080954,NULL,,12.6
2080955,NULL,,6.22
2080956,NULL,,6.95
2080958,NULL,,3
2080959,NULL,,220
2080961,NULL,,152
2080962,NULL,,5.3
2080963,NULL,,80.5
2080965,NULL,,25
2080966,NULL,,34.8
2080967,NULL,,12.6
2080968,NULL,,10
2080969,NULL,,23
2080970,NULL,,10.96
2080971,NULL,,6.35
2080972,NULL,,34.8
2080973,NULL,,96
2080976,NULL,,43
2080977,NULL,,19
2080979,NULL,,6
2080980,NULL,,10
2080981,NULL,,9
2080982,NULL,,15
2080983,NULL,,11
2080985,NULL,,9
2080987,NULL,,266
2080989,NULL,,10
2080990,NULL,,20.8
2080991,NULL,,7
2080992,NULL,,12.2
2080993,NULL,,14
2080994,NULL,,6
2080995,NULL,,55
2080996,NULL,,9.5
2080999,NULL,,15
2081001,NULL,,10.5
2081004,NULL,,99
2081007,NULL,,18
2081008,NULL,,52.4
2081010,NULL,,19.8
2081013,NULL,,88.2
2081014,2081014,,51
2081017,NULL,,173
2081020,NULL,,13
2081022,NULL,,5
2081024,NULL,,32.5
2081026,NULL,,23
2081028,NULL,,10
2081030,NULL,,12
2081031,NULL,,10.8
2081033,NULL,,11.77
2081034,NULL,,19
2081035,NULL,,10
2081036,NULL,,28
2081038,NULL,,16
2081040,NULL,,44
2081042,NULL,,10
2081044,NULL,,11.03
2081045,NULL,,25
2081046,NULL,,63
2081047,NULL,,25
2081049,NULL,,682
2081050,NULL,,46
2081051,NULL,,93.92
2081052,NULL,,13
2081054,NULL,,1029
2081058,NULL,,19
2081060,NULL,,96
2081061,NULL,,80
2081062,NULL,,5.5
2081065,NULL,,2
2081066,NULL,,7.25
2081067,NULL,,235
2081068,NULL,,220
2081075,NULL,,17
2081078,NULL,,13
2081080,NULL,,9
2081082,NULL,,22
2081085,NULL,,38
2081090,NULL,,21
2081091,NULL,,392
2081092,NULL,,24.5
2081098,NULL,,10
2081099,NULL,,25
2081100,NULL,,34
2081101,NULL,,50
2081102,NULL,,6
2081103,NULL,,8
2081104,NULL,,11.75
2081106,NULL,,56
2081108,NULL,,30
2081109,NULL,,14
2081111,NULL,,186.6
2081116,NULL,,37
2081121,NULL,,10
2081122,NULL,,142
2081125,NULL,,16
2081127,NULL,,14.5
2081129,NULL,,228
2081130,NULL,,18
2081131,NULL,,20
2081132,NULL,,278
2081133,NULL,,39
2081134,NULL,,44.4
2081139,NULL,,7
2081140,NULL,,20.3
2081142,NULL,,13
2081143,NULL,,79.2
2081144,NULL,,15.7
2081145,NULL,,40
2081147,NULL,,75
2081149,NULL,,21
2081151,NULL,,18
2081152,NULL,,20
2081153,NULL,,8
2081154,2081154,,14.5
2081155,NULL,,15
2081156,NULL,,82
2081157,NULL,,91
2081159,NULL,,19.6
2081160,NULL,,80
2081161,NULL,,24
2081162,NULL,,42.8
2081163,NULL,,68
2081164,NULL,,13
2081165,NULL,,58
2081166,NULL,,141
2081167,NULL,,608
2081168,NULL,,40.4
2081169,NULL,,30
2081170,NULL,,529.6
2081172,NULL,,272
2081173,NULL,,17.9
2081174,NULL,,96
2081176,NULL,,84
2081177,NULL,,190
2081178,NULL,,3
2081179,NULL,,9
2081180,NULL,,235
2081181,NULL,,20.4
2081182,NULL,,71
2081183,NULL,,132
2081184,NULL,,15
2081185,NULL,,20
2081189,NULL,,65
2081190,NULL,,9.6
2081191,NULL,,31
2081192,NULL,,333.8
2081194,NULL,,30.4
2081195,NULL,,11.3
2081196,NULL,,31.84
2081197,NULL,,9.5
2081198,NULL,,327
2081199,NULL,,6.28
2081200,NULL,,46
2081202,NULL,,5.5
2081212,NULL,,285
2081213,NULL,,51
2081216,NULL,,63
2081217,NULL,,742
2081218,NULL,,340
2081221,NULL,,9
2081223,2081223,,4.2
2081224,NULL,,20.5
2081226,NULL,,67
2081227,NULL,,103
2081228,NULL,,10
2081229,NULL,,20
2081232,NULL,,12
2081233,NULL,,19
2081237,NULL,,11
2081240,NULL,,27
2081241,NULL,,10
2081242,NULL,,21
2081245,NULL,,17
2081248,NULL,,117
2081249,NULL,,684
2081250,NULL,,83
2081251,NULL,,38
2081252,NULL,,200.4
2081254,NULL,,42
2081255,NULL,,362
2081256,NULL,,22
2081257,NULL,,120
2081258,NULL,,163
2081259,NULL,,28
2081260,NULL,,105
2081263,NULL,,55.6
2081265,NULL,,52.5
2081266,NULL,,23
2081269,NULL,,75
2081270,NULL,,83
2081271,NULL,,845
2081274,NULL,,190
2081275,NULL,,43
2081276,NULL,,260
2081283,NULL,,46
2081286,NULL,,94
2081288,NULL,,195
2081289,NULL,,17
2081293,NULL,,8
2081295,NULL,,2
2081297,NULL,,117.3
2081298,NULL,,117
2081299,NULL,,32
2081300,NULL,,2
2081303,NULL,,52
2081305,NULL,,4.5
2081307,NULL,,190
2081309,NULL,,24
2081310,NULL,,16
2081311,NULL,,462
2081313,NULL,,191
2081315,NULL,,168
2081316,NULL,,47
2081317,NULL,,27
2081318,NULL,,82
2081319,NULL,,41
2081320,NULL,,46
2081322,NULL,,120
2081323,NULL,,159
2081324,NULL,,159
2081325,NULL,,11.4
2081326,NULL,,33
2081327,NULL,,93
2081328,NULL,,77
2081329,NULL,,182
2081331,NULL,,332
2081334,NULL,,69
2081335,NULL,,75
2081340,NULL,,848.8
2081341,NULL,,28
2081344,NULL,,24
2081346,NULL,,77
2081348,NULL,,32
2081349,NULL,,42
2081350,NULL,,216
2081351,NULL,,218
2081353,NULL,,200
2081355,NULL,,286
2081356,NULL,,48
2081357,NULL,,20.7
2081358,NULL,,400
2081360,NULL,,26
2081362,NULL,,134
2081363,NULL,,208
2081367,NULL,,45
2081368,NULL,,371.5
2081369,NULL,,24
2081370,NULL,,248.28
2081371,NULL,,30
2081373,NULL,,5.33
2081374,NULL,,215
2081375,NULL,,13
2081376,NULL,,569
2081378,NULL,,54
2081379,NULL,,29.8
2081380,NULL,,117
2081381,NULL,,74
2081382,NULL,,4
2081383,NULL,,12
2081384,NULL,,30
2081386,NULL,,11.5
2081387,NULL,,73
2081388,NULL,,16
2081390,NULL,,13
2081391,NULL,,9.3
2081393,NULL,,18
2081394,NULL,,40
2081395,NULL,,21
2081396,NULL,,19
2081398,NULL,,19
2081403,NULL,,9
2081404,NULL,,440
2081405,NULL,,17
2081406,NULL,,1610
2081408,NULL,,81
2081409,NULL,,48.5
2081410,NULL,,19
2081413,NULL,,385
2081415,NULL,,4
2081416,NULL,,45
2081418,NULL,,43
2081419,NULL,,141
2081422,NULL,,77
2081426,NULL,,457
2081427,NULL,,6
2081428,NULL,,12
2081429,NULL,,16
2081432,NULL,,76
2081433,NULL,,15
2081435,NULL,,95
2081437,NULL,,15
2081439,NULL,,323
2081440,NULL,,9
2081441,NULL,,19
2081444,NULL,,210
2081447,NULL,,13
2081449,NULL,,12
2081451,NULL,,21
2081455,NULL,,52
2081457,NULL,,6
2081458,NULL,,26
2081459,NULL,,43
2081460,NULL,,190
2081461,NULL,,23
2081463,NULL,,13
2081464,NULL,,54
2081468,NULL,,475
2081470,NULL,,19
2081472,NULL,,9.5
2081473,NULL,,5
2081474,NULL,,210
2081476,NULL,,43
2081479,NULL,,6
2081480,NULL,,17
2081482,NULL,,21
2081483,NULL,,30
2081485,NULL,,246
2081486,NULL,,12
2081487,NULL,,625
2081488,NULL,,106
2081489,NULL,,14
2081491,NULL,,11
2081499,NULL,,48
2081500,NULL,,45
2081501,NULL,,11
2081503,NULL,,86
2081504,NULL,,11
2081505,NULL,,28
2081509,NULL,,147.25
2081510,NULL,,10
2081511,NULL,,23
2081512,NULL,,133
2081514,NULL,,15
2081515,NULL,,24
2081516,NULL,,71
2081518,NULL,,49
2081519,NULL,,249
2081521,NULL,,13
2081522,NULL,,98.9
2081523,NULL,,11
2081527,NULL,,53
2081528,NULL,,11
2081531,NULL,,102
2081532,NULL,,68
2081533,NULL,,38
2081535,2081535,,7
2081536,NULL,,40
2081537,NULL,,29
2081538,NULL,,22
2081539,NULL,,55
2081543,NULL,,42
2081545,NULL,,32
2081546,NULL,,80
2081548,NULL,,46
2081550,NULL,,34
2081551,NULL,,76
2081552,NULL,,1486
2081555,NULL,,116
2081557,NULL,,28
2081561,NULL,,570
2081562,NULL,,72
2081563,NULL,,63
2081564,NULL,,11
2081567,NULL,,41
2081568,NULL,,13
2081577,NULL,,705
2081579,NULL,,38
2081580,NULL,,380
2081581,NULL,,150.5
2081582,NULL,,150.5
2081584,NULL,,115
2081585,NULL,,17
2081586,NULL,,31
2081587,NULL,,22
2081588,NULL,,26
2081589,NULL,,19
2081590,NULL,,202
2081591,NULL,,12
2081592,NULL,,6.3
2081593,NULL,,7
2081594,NULL,,133
2081595,NULL,,42.4
2081596,NULL,,23.5
2081599,NULL,,18.75
2081600,NULL,,40.5
2081602,NULL,,10
2081604,NULL,,60.6
2081605,2081605,,48
2081606,NULL,,41
2081609,NULL,,6
2081612,NULL,,103
2081614,NULL,,58
2081615,NULL,,4.7
2081618,NULL,,10
2081619,NULL,,742
2081620,NULL,,23
2081623,NULL,,177
2081625,NULL,,42
2081626,2081626,187,160
2081627,NULL,,99
2081628,NULL,,23
2081630,NULL,,22
2081631,NULL,,23.5
2081632,NULL,,13
2081633,NULL,,24
2081635,NULL,,6.3
2081637,NULL,,76
2081638,NULL,,24
2081639,NULL,,13
2081642,NULL,,280
2081644,NULL,,4
2081645,NULL,,11
2081646,NULL,,6.4
2081647,NULL,,6.5
2081649,NULL,,640
2081650,NULL,,1010
2081652,NULL,,24
2081653,NULL,,11
2081654,NULL,,31
2081655,NULL,,34
2081656,NULL,,16
2081657,NULL,,166
2081658,NULL,,22
2081659,NULL,,28
2081660,NULL,,80
2081661,NULL,,19
2081662,NULL,,447
2081666,NULL,,13
2081668,NULL,,44
2081669,NULL,,70
2081670,NULL,,2
2081671,NULL,,70
2081672,NULL,,40
2081673,NULL,,11
2081674,NULL,,36
2081677,NULL,,59
2081678,NULL,,28
2081679,NULL,,202
2081682,NULL,,11
2081684,NULL,,378
2081686,NULL,,12
2081687,NULL,,72
2081690,NULL,,32
2081691,NULL,,187
2081692,NULL,,39
2081693,NULL,,15
2081694,NULL,,213
2081695,NULL,,116
2081696,NULL,,38
2081698,NULL,,635.5
2081699,NULL,,1808.5
2081701,NULL,,48.75
2081702,NULL,,139
2081703,NULL,,10
2081704,NULL,,318
2081705,NULL,,380
2081707,NULL,,100
2081708,NULL,,244
2081709,NULL,,276
2081710,NULL,,85
2081711,NULL,,48
2081712,NULL,,25
2081714,NULL,,358
2081715,NULL,,50
2081716,NULL,,72
2081719,NULL,,8
2081722,NULL,,60
2081723,NULL,,26
2081725,NULL,,244
2081726,NULL,,152
2081727,NULL,,1292
2081731,NULL,,105
2081732,NULL,,52
2081733,NULL,,186
2081735,NULL,,63
2081736,NULL,,42
2081737,NULL,,24
2081738,NULL,,102
2081739,NULL,,93
2081740,NULL,,47
2081741,NULL,,48
2081742,NULL,,308
2081744,NULL,,15
2081745,NULL,,55
2081746,NULL,,9
2081747,NULL,,131
2081748,NULL,,61
2081749,NULL,,537
2081750,NULL,,304
2081751,NULL,,41
2081752,NULL,,30
2081754,NULL,,199
2081755,NULL,,304
2081757,NULL,,19
2081758,NULL,,170
2081759,NULL,,52
2081760,NULL,,59
2081761,NULL,,114
2081762,NULL,,75
2081763,NULL,,51
2081764,NULL,,38
2081765,NULL,,238
2081766,NULL,,141
2081767,NULL,,42
2081768,NULL,,300
2081769,NULL,,69
2081770,NULL,,51
2081771,NULL,,228
2081772,NULL,,135
2081773,NULL,,16
2081774,NULL,,16
2081775,NULL,,41
2081777,NULL,,57
2081778,NULL,,55
2081779,2081779,,4.75
2081783,NULL,,20
2081787,NULL,,82
2081788,NULL,,40
2081790,NULL,,18
2081791,NULL,,102
2081792,NULL,,8
2081797,NULL,,18
2081798,NULL,,9
2081800,NULL,,13
2081801,NULL,,28
2081802,NULL,,80
2081804,NULL,,32
2081806,NULL,,17.4
2081809,NULL,,11
2081810,NULL,,44
2081811,NULL,,37.5
2081812,NULL,,26.5
2081816,NULL,,8
2081817,NULL,,45
2081818,NULL,,203
2081820,NULL,,60
2081821,NULL,,35
2081822,NULL,,19.6
2081823,NULL,,14
2081824,NULL,,66
2081825,NULL,,28
2081826,NULL,,61
2081827,NULL,,120
2081828,NULL,,55
2081830,NULL,,51
2081831,NULL,,68
2081832,NULL,,128
2081833,NULL,,72
2081834,NULL,,71
2081835,NULL,,20
2081836,NULL,,94
2081837,NULL,,44.8
2081838,NULL,,68
2081839,NULL,,64
2081842,NULL,,26
2081844,NULL,,163
2081846,NULL,,9
2081848,NULL,,50
2081849,NULL,,514
2081850,NULL,,141
2081851,NULL,,103
2081852,NULL,,62
2081853,NULL,,544
2081854,NULL,,50
2081855,NULL,,456
2081856,NULL,,855
2081857,NULL,,76
2081858,NULL,,144
2081859,NULL,,161
2081860,NULL,,212
2081861,NULL,,262
2081862,NULL,,152
2081863,NULL,,312
2081864,NULL,,312
2081865,NULL,,346
2081866,NULL,,123
2081867,NULL,,201
2081868,NULL,,194
2081869,NULL,,37
2081870,NULL,,188
2081871,NULL,,65
2081872,NULL,,140
2081873,NULL,,139
2081874,NULL,,114
2081875,NULL,,232
2081876,NULL,,73
2081877,NULL,,216
2081878,NULL,,36
2081879,NULL,,532
2081881,NULL,,169
2081882,NULL,,344
2081883,NULL,,348
2081884,NULL,,28
2081885,NULL,,75
2081886,NULL,,286
2081887,NULL,,341
2081888,NULL,,760
2081889,NULL,,623
2081890,NULL,,258
2081891,NULL,,231.75
2081892,NULL,,494
2081893,NULL,,285
2081894,NULL,,220
2081895,NULL,,20
2081896,NULL,,20
2081897,NULL,,44
2081898,NULL,,266
2081899,NULL,,114
2081900,NULL,,8.6
2081901,NULL,,10
2081902,NULL,,28
2081903,NULL,,66
2081904,NULL,,175
2081905,NULL,,950
2081906,NULL,,68
2081907,NULL,,399
2081908,NULL,,146
2081909,NULL,,492
2081911,NULL,,188
2081912,NULL,,114
2081913,NULL,,6
2081914,NULL,,137
2081915,NULL,,200
2081916,NULL,,19
2081917,NULL,,1293
2081918,NULL,,1293
2081919,NULL,,501
2081920,NULL,,933
2081921,NULL,,197
2081922,NULL,,114
2081923,NULL,,139
2081924,NULL,,192
2081925,NULL,,604
2081926,NULL,,166
2081927,NULL,,282
2081928,NULL,,280
2081929,NULL,,392
2081930,NULL,,47
2081932,NULL,,32.4
2081933,NULL,,34
2081935,NULL,,72
2081936,NULL,,26
2081937,NULL,,4
2081940,NULL,,18
2081941,NULL,,28
2081942,NULL,,110.5
2081943,NULL,,130
2081944,NULL,,52
2081945,NULL,,142
2081946,NULL,,124
2081947,NULL,,32
2081948,NULL,,656
2081949,NULL,,231
2081950,NULL,,58
2081951,NULL,,2
2081952,NULL,,128
2081953,NULL,,350
2081955,NULL,,380
2081956,NULL,,761
2081959,NULL,,133.6
2081960,NULL,,125
2081961,NULL,,270
2081962,NULL,,270
2081963,NULL,,270
2081964,NULL,,144
2081965,NULL,,146
2081966,NULL,,194
2081967,NULL,,169
2081968,NULL,,90
2081969,NULL,,102
2081970,NULL,,640
2081971,NULL,,27
2081972,NULL,,190
2081973,NULL,,416
2081974,NULL,,400
2081977,NULL,,13
2081978,NULL,,277
2081980,NULL,,247.2
2081981,NULL,,280
2081982,NULL,,40
2081983,NULL,,23
2081984,NULL,,102
2081987,NULL,,66
2081988,NULL,,88
2081989,NULL,,50
2081990,NULL,,25
2081991,NULL,,84
2081992,NULL,,18
2081993,NULL,,40
2081994,NULL,,54
2081995,NULL,,106
2081996,NULL,,17
2081997,NULL,,159
2081998,NULL,,10
2081999,NULL,,45
2082000,NULL,,15
2082001,NULL,,340
2082002,NULL,,23
2082003,NULL,,125
2082004,NULL,,53
2082005,NULL,,192
2082011,NULL,,20.6
2082012,NULL,,40
2082013,NULL,,320
2082014,NULL,,2
2082015,NULL,,198
2082016,NULL,,610
2082017,NULL,,569
2082021,NULL,,216
2082022,NULL,,16
2082024,NULL,,4
2082026,NULL,,102
2082028,NULL,,15
2082029,NULL,,7
2082031,NULL,,12
2082033,NULL,,28
2082034,NULL,,13
2082038,NULL,,1053
2082041,NULL,,34.5
2082042,NULL,,28.4
2082044,NULL,,142
2082045,NULL,,12
2082046,NULL,,240
2082049,NULL,,275
2082050,NULL,,275
2082051,NULL,,51
2082053,NULL,,133
2082054,NULL,,323
2082056,NULL,,220
2082057,NULL,,304
2082059,NULL,,104
2082061,NULL,,54
2082063,NULL,,74
2082067,NULL,,28
2082068,NULL,,342
2082069,NULL,,171
2082070,NULL,,19
2082072,NULL,,30
2082073,NULL,,426
2082074,NULL,,23
2082076,NULL,,68
2082077,NULL,,131
2082078,NULL,,350
2082079,NULL,,118
2082080,NULL,,28
2082081,NULL,,894
2082082,NULL,,397
2082083,NULL,,572
2082085,NULL,,198
2082086,NULL,,62
2082087,NULL,,69.3
2082092,NULL,,44.7
2082093,NULL,,26
2082094,NULL,,15
2082095,NULL,,5
2082096,NULL,,114
2082097,NULL,,445
2082098,NULL,,38
2082099,NULL,,216
2082100,NULL,,190
2082101,NULL,,78
2082102,NULL,,53
2082104,NULL,,68.8
2082105,NULL,,57
2082106,NULL,,148
2082107,NULL,,266
2082108,NULL,,529
2082109,NULL,,304
2082110,NULL,,91
2082111,NULL,,200
2082112,NULL,,193
2082113,NULL,,43
2082116,NULL,,24
2082117,NULL,,98
2082118,NULL,,303
2082119,NULL,,815
2082120,NULL,,413
2082121,NULL,,76
2082122,NULL,,120
2082124,NULL,,137
2082125,NULL,,596
2082126,NULL,,358
2082127,NULL,,286
2082128,NULL,,252
2082129,NULL,,232
2082130,NULL,,29
2082131,NULL,,141
2082132,NULL,,76
2082133,NULL,,38
2082134,NULL,,116
2082135,NULL,,39
2082136,NULL,,724
2082137,NULL,,1989
2082138,NULL,,285
2082139,NULL,,610
2082140,NULL,,610
2082141,NULL,,608
2082142,NULL,,114
2082143,NULL,,226
2082144,NULL,,54
2082145,NULL,,760
2082146,NULL,,208
2082147,NULL,,457
2082148,NULL,,118
2082149,NULL,,41
2082150,NULL,,118
2082151,NULL,,248
2082152,NULL,,550
2082153,NULL,,116
2082155,NULL,,35
2082156,NULL,,419
2082157,NULL,,144
2082158,NULL,,300
2082159,NULL,,340
2082160,NULL,,38
2082161,NULL,,137
2082162,NULL,,233
2082163,NULL,,133
2082165,NULL,,190
2082166,NULL,,13
2082168,NULL,,100
2082169,NULL,,140.8
2082170,NULL,,13.2
2082172,NULL,,362
2082173,NULL,,80
2082175,NULL,,82
2082176,NULL,,114
2082184,NULL,,34
2082186,NULL,,1040
2082187,NULL,,28
2082188,NULL,,7
2082189,NULL,,22
2082191,NULL,,6
2082195,NULL,,28
2082198,NULL,,28
2082204,NULL,,72.8
2082205,NULL,,200
2082208,NULL,,306
2082211,NULL,,22
2082214,NULL,,11
2082215,NULL,,18
2082216,NULL,,41
2082217,NULL,,430
2082222,NULL,,55
2082224,NULL,,93
2082225,NULL,,230
2082227,NULL,,703
2082228,NULL,,956
2082233,NULL,,9
2082234,NULL,,54
2082235,NULL,,24
2082238,NULL,,88
2082241,NULL,,17
2082243,NULL,,27
2082244,NULL,,220
2082245,NULL,,17
2082247,NULL,,526
2082248,NULL,,8
2082254,NULL,,22
2082256,NULL,,95
2082259,NULL,,56
2082261,NULL,,82
2082262,NULL,,112
2082264,NULL,,25
2082265,NULL,,53
2082266,NULL,,16
2082268,NULL,,8
2082269,NULL,,140
2082274,NULL,,49
2082277,NULL,,265
2082282,NULL,,356
2082283,NULL,,30
2082284,NULL,,76.5
2082285,NULL,,177
2082288,NULL,,168.7
2082289,NULL,,57
2082290,NULL,,12
2082292,NULL,,838
2082293,NULL,,24
2082295,NULL,,87
2082296,NULL,,106
2082297,NULL,,73
2082298,NULL,,16.8
2082300,NULL,,57
2082304,NULL,,11
2082306,NULL,,36
2082307,NULL,,34
2082310,NULL,,6
2082311,NULL,,13
2082312,NULL,,6
2082313,NULL,,8
2082317,NULL,,6.5
2082318,NULL,,8
2082320,NULL,,46
2082321,NULL,,17
2082322,NULL,,25.4
2082323,NULL,,51
2082327,NULL,,10
2082330,NULL,,71.4
2082331,NULL,,14
2082332,NULL,,1.3
2082333,NULL,,121.9
2082335,NULL,,88
2082339,NULL,,86
2082343,NULL,,28
2082346,NULL,,22
2082347,NULL,,131.5
2082348,NULL,,81.6
2082352,NULL,,41
2082353,NULL,,396
2082354,NULL,,79
2082355,NULL,,22
2082356,NULL,,305
2082357,NULL,,23
2082358,NULL,,21.5
2082359,NULL,,23.5
2082366,NULL,,419
2082372,NULL,,100
2082373,NULL,,80
2082374,NULL,,4
2082377,NULL,,44.4
2082381,NULL,,162
2082384,NULL,,112
2082385,NULL,,60
2082386,NULL,,25
2082391,NULL,,7
2082392,NULL,,151
2082393,NULL,,14
2082395,NULL,,8
2082398,NULL,,82
2082400,NULL,,11.5
2082404,NULL,,10.5
2082405,NULL,,20.5
2082406,NULL,,196.3
2082408,NULL,,10
2082410,NULL,,94.8
2082412,NULL,,78
2082417,NULL,,28
2082418,NULL,,12
2082421,NULL,,320
2082432,NULL,,172
2082434,NULL,,65.5
2082435,NULL,,9
2082438,NULL,,11
2082441,NULL,,2
2082449,NULL,,29.25
2082450,NULL,,258
2082452,NULL,,32
2082453,NULL,,93
2082454,NULL,,148
2082455,NULL,,6.3
2082456,NULL,,49
2082457,NULL,,6
2082459,NULL,,57
2082460,NULL,,779
2082461,NULL,,23
2082465,NULL,,54
2082466,NULL,,25
2082469,NULL,,6
2082474,NULL,,10.5
2082475,NULL,,11
2082476,NULL,,19
2082477,NULL,,54
2082479,NULL,,54
2082481,NULL,,24
2082482,NULL,,28
2082484,NULL,,11
2082485,NULL,,10
2082486,NULL,,6
2082487,NULL,,210
2082488,NULL,,9
2082489,NULL,,3.2
2082492,NULL,,10
2082494,NULL,,19
2082495,NULL,,21
2082496,NULL,,165
2082498,NULL,,8.6
2082500,NULL,,4
2082502,NULL,,26
2082508,NULL,,17
2082509,NULL,,32
2082510,NULL,,34
2082511,NULL,,8
2082513,NULL,,5
2082515,NULL,,3
2082516,NULL,,183
2082518,2074433,90000,15
2082520,NULL,,38
2082521,NULL,,21
2082523,NULL,,8
2082524,NULL,,21
2082526,NULL,,22
2082529,NULL,,33
2082532,NULL,,7.5
2082533,NULL,,13
2082534,NULL,,185
2082535,NULL,,162
2082536,NULL,,486
2082537,NULL,,6
2082540,NULL,,10.5
2082541,NULL,,40
2082542,NULL,,65
2082550,NULL,,14
2082551,NULL,,10
2082552,NULL,,330
2082553,NULL,,69
2082559,NULL,,35.3
2082560,NULL,,10
2082562,NULL,,6
2082563,NULL,,30
2082564,NULL,,54
2082567,NULL,,30
2082568,NULL,,21
2082571,NULL,,8
2082574,NULL,,70
2082575,NULL,,9
2082585,NULL,,70
2082587,NULL,,19.5
2082589,NULL,,8
2082593,NULL,,324
2082599,NULL,,5.3
2082600,NULL,,5.9
2082602,NULL,,6.5
2082603,NULL,,9
2082604,NULL,,8
2082605,NULL,,210
2082606,NULL,,41
2082607,NULL,,476
2082608,NULL,,25
2082616,NULL,,262
2082617,NULL,,23
2082627,NULL,,51.15
2082628,NULL,,75
2082630,NULL,,8.2
2082631,NULL,,14
2082632,NULL,,25
2082633,NULL,,32
2082634,NULL,,52
2082636,NULL,,154
2082639,NULL,,101
2082640,NULL,,62
2082641,NULL,,94
2082644,NULL,,34
2082645,NULL,,85
2082646,NULL,,21.5
2082647,NULL,,25
2082649,NULL,,13
2082651,NULL,,171
2082652,NULL,,223
2082653,NULL,,471
2082654,NULL,,51.4
2082655,NULL,,236
2082658,NULL,,46.5
2082662,NULL,,80
2082664,NULL,,28.4
2082666,NULL,,13.5
2082667,NULL,,61
2082668,NULL,,7
2082669,NULL,,8
2082671,NULL,,10.5
2082673,NULL,,14
2082676,NULL,,18
2082677,NULL,,14
2082678,NULL,,467
2082683,NULL,,64
2082685,NULL,,204
2082686,NULL,,50
2082687,NULL,,19
2082688,NULL,,62
2082691,NULL,,16.4
2082693,NULL,,23
2082694,NULL,,55.4
2082698,NULL,,22
2082699,NULL,,7.2
2082701,NULL,,9
2082702,NULL,,190
2082707,NULL,,33
2082709,NULL,,190
2082710,2082710,,36
2082711,NULL,,23.4
2082713,NULL,,5
2082716,NULL,,21.4
2082718,NULL,,11
2082719,NULL,,37.3
2082721,NULL,,54
2082722,NULL,,10
2082724,NULL,,19
2082725,NULL,,9
2082726,NULL,,48
2082727,NULL,,38
2082728,NULL,,4
2082729,NULL,,10
2082730,NULL,,175
2082731,NULL,,91
2082733,NULL,,10
2082734,NULL,,108.3
2082735,NULL,,48.7
2082736,NULL,,21
2082743,NULL,,48
2082745,NULL,,14
2082746,NULL,,63
2082748,NULL,,8
2082749,NULL,,26
2082750,NULL,,15
2082751,NULL,,83
2082752,NULL,,39
2082754,NULL,,13
2082758,NULL,,700
2082759,NULL,,220
2082762,NULL,,42
2082763,NULL,,152
2082765,NULL,,28
2082766,NULL,,22
2082769,NULL,,155
2082771,NULL,,786
2082773,NULL,,25
2082776,NULL,,4
2082778,NULL,,10
2082780,NULL,,12
2082781,NULL,,5
2082782,NULL,,23
2082785,NULL,,173
2082787,NULL,,10
2082788,NULL,,89
2082789,NULL,,39
2082792,NULL,,73
2082795,NULL,,10
2082797,NULL,,24
2082798,NULL,,118
2082802,NULL,,8
2082803,NULL,,12
2082806,NULL,,102
2082808,NULL,,15
2082809,NULL,,15
2082812,NULL,,66.3
2082813,NULL,,322
2082820,NULL,,22
2082822,NULL,,61.9
2082824,NULL,,50
2082825,NULL,,47.2
2082826,NULL,,23.6
2082830,NULL,,811
2082832,NULL,,16
2082833,NULL,,211
2082834,NULL,,222
2082836,NULL,,101
2082837,NULL,,300
2082838,NULL,,21.5
2082839,NULL,,144
2082845,NULL,,202
2082851,NULL,,242
2082852,NULL,,238
2082853,NULL,,40
2082854,NULL,,120
2082855,NULL,,200
2082856,2082856,49,49
2082858,NULL,,51
2082859,NULL,,32
2082860,NULL,,331
2082863,NULL,,208
2082864,NULL,,100
2082867,NULL,,147
2082868,NULL,,172
2082869,NULL,,16
2082872,NULL,,73
