WRDocID,Class,Qa_filled,Qi_filled,Purpose,,,
4747577,post-adjudication,60,0.2,IR|ST|ST|IR,,,
4747590,post-adjudication,187.82,0.62,IR|ST,,,
4747602,post-adjudication,150,0.5,ST|IR|ST|IR,,,
4747615,post-adjudication,25,0.1,IR|ST|ST|IR,,,
4747628,post-adjudication,341.55,1.25,ST|IR|ST|IR,,,
4747640,post-adjudication,60.32,0.22,IR|ST|ST|IR,,,
4747654,post-adjudication,68.42,0.247,IR|IR|ST|ST,,,
4747668,post-adjudication,63.68,0.2312,ST|IR|IR|ST,,,
4747682,post-adjudication,574.96,1.93,IR|IR|ST|ST,,,
4747696,post-adjudication,120,0.4,IR|ST|ST|IR,,,
4747709,post-adjudication,550,2.2,IR|ST,,,
4747720,post-adjudication,222.12,0.89,ST|ST|IR|IR,,,
4747732,post-adjudication,38,0.14,ST|ST|IR|IR,,,
4747745,post-adjudication,80,0.4,ST|IR|IR|ST,,,
4747757,post-adjudication,257.5,1.1,ST|ST|IR|IR,,,
4747772,post-adjudication,32,0.16,ST|IR|IR|ST,,,
4747786,post-adjudication,140,0.7,IR|IR,,,
4747808,post-adjudication,431.75,1.66,ST|ST|IR|IR,,,
4747822,post-adjudication,275.64,1.2,ST|IR|ST|IR,,,
4747838,post-adjudication,321.58,1.4,IR|IR|ST|ST,,,
4747853,post-adjudication,6,0.03,IR|IR,,,
4747864,post-adjudication,12,0.06,IR|IR,,,
4747875,post-adjudication,200,0.8,IR|ST|IR|ST,,,
4747888,post-adjudication,272.32,1,IR|IR|ST|ST,,,
4747902,post-adjudication,80,0.4,ST|ST|IR|IR,,,
4747913,post-adjudication,54.6,0.2,IR|ST|IR|ST,,,
4747928,post-adjudication,65.52,0.24,IR|ST|IR|ST,,,
4747943,post-adjudication,556.8,4.6,IR|ST|ST|IR,,,
4747954,post-adjudication,500,2,ST|IR|ST|IR,,,
4747966,post-adjudication,20,0.08,IR|IR,,,
4747977,post-adjudication,460.47,1.52,IR|IR,,,
4747990,post-adjudication,230.23,0.76,ST|IR|ST|IR,,,
4748004,post-adjudication,230.23,0.76,ST|ST|IR|IR,,,
4748018,post-adjudication,125.58,0.46,IR|IR,,,
4748032,post-adjudication,120,0.7,IR|IR|ST|ST,,,
4748047,post-adjudication,200,0.8,ST|IR|ST|IR,,,
4748059,post-adjudication,872.66,3.12,ST|IR|IR|ST,,,
4748077,post-adjudication,40,0.2,IR|ST|ST|IR,,,
4748093,post-adjudication,48,0.24,ST|IR|IR|ST,,,
4748108,post-adjudication,128,0.64,ST|ST|IR|IR,,,
4748124,post-adjudication,4,0.02,IR|IR,,,
4748135,post-adjudication,3,0.02,IR|IR,,,
4748145,post-adjudication,126.12,0.6306,IFlow|IFlow,,,
4748157,post-adjudication,78,0.39,IFlow|IFlow,,,
4748169,post-adjudication,11,0.055,IR,,,
4748180,post-adjudication,14,0.07,IR|IR,,,
4748190,post-adjudication,4,0.03,IR|IR,,,
4748200,post-adjudication,57.5,0.32,IR,,,
4748211,post-adjudication,20,0.1,IR|ST|ST|IR,,,
4748222,post-adjudication,18,0.1,IR,,,
4748233,post-adjudication,12,0.06,IR|IR,,,
4748245,post-adjudication,38,0.19,IR|ST,,,
4748256,post-adjudication,16,0.08,ST|IR,,,
4748270,post-adjudication,161,1.05,IR,,,
4748287,post-adjudication,40,0.2,IR|ST|IR|ST,,,
4748300,post-adjudication,10.5,0.1,IR|IR,,,
4748313,post-adjudication,26,0.13,IR|ST,,,
4748324,post-adjudication,12,0.08,IR,,,
4748334,post-adjudication,32,0.16,ST|IR|IR|ST,,,
4748345,post-adjudication,61.52,0.3,IR,,,
4748363,post-adjudication,10,0.22,IR,,,
4748375,post-adjudication,200,1,IFlow|IFlow,,,
4748387,post-adjudication,10.5,0.06,IR|IR,,,
4748397,post-adjudication,659,6.3,ST|IR|ST|IR,,,
4748409,post-adjudication,864,3,IFlow|IR|MT|IFlow,,,
4748421,post-adjudication,1095.4,10.5,ST|IR|IR|ST,,,
4748437,post-adjudication,86.683,2.406,IR|ST,,,
4748449,post-adjudication,402,1,ST|ST|IR|IR,,,
4748460,post-adjudication,330,2,ST|ST|IR|IR,,,
4748474,post-adjudication,402.5,1.65,IR|IR,,,
4748484,post-adjudication,163.2,1.56,IR|ST|ST|IR,,,
4748499,post-adjudication,9,0.1,ST|ST,,,
4748509,post-adjudication,70,1,IR|IR,,,
4748521,post-adjudication,70,1,IR|IR,,,
4748533,post-adjudication,641,7.05,ST|IR,,,
4748549,post-adjudication,11.7,0.34,DM|DM,,,
4748560,post-adjudication,1,0.002,ST|WL|ST,,,
4748571,post-adjudication,25,0.6,IR|IR,,,
4748581,post-adjudication,16,0.1,IR|ST|ST|IR,,,
4748593,post-adjudication,446.7,3.14,MU|MU,,,
4748602,post-adjudication,1,0.01,CI|HW,,,
4748612,post-adjudication,1,0.01,HW|CI,,,
4748622,post-adjudication,49.261,0.197,ST|IR|IR|ST,,,
4748634,post-adjudication,15,0.1,IR|IR,,,
4748645,post-adjudication,50,0.2,IR|IR,,,
4748655,post-adjudication,619,3,CN|ST|ST|IR|IR,,,
4748667,post-adjudication,603.2,3.7,IR|ST|ST|IR,,,
4748683,post-adjudication,294.4,0.92,ST|ST|IR|IR,,,
4748699,post-adjudication,21.68,0.03,ST|ST,,,
4748709,post-adjudication,21.319,0.085,IR|ST|IR|ST,,,
4748721,post-adjudication,275,1.1,IR|IR|ST|ST,,,
4748733,post-adjudication,200,0.8,ST|IR|ST|IR,,,
4748745,post-adjudication,208.8,1.287,IR|ST|ST|IR,,,
4748761,post-adjudication,200,2,IR|ST|IR|ST,,,
4748773,post-adjudication,240,1.9,ST|ST|IR|IR,,,
4748784,post-adjudication,54,0.364,IR|IR|CN,,,
4748795,post-adjudication,35.26,0.13,ST|IR|ST|IR,,,
4748807,post-adjudication,95,0.38,ST|ST|IR|IR,,,
4748819,post-adjudication,1.45,0.006,ST|IR|IR|ST,,,
4748831,post-adjudication,183,0.8,ST|IR|IR|ST,,,
4748845,post-adjudication,183.46,1.21,IR|IR|ST|ST,,,
4748860,post-adjudication,320,1.6,IR|IR,,,
4748871,post-adjudication,36.25,0.097,ST|IR|ST|IR,,,
4748882,post-adjudication,1.84,0.58,CI,,,
4748891,post-adjudication,43.3,0.11,MT|IFlow,,,
4748900,post-adjudication,517.83,1.44,MT|IFlow,,,
4748911,post-adjudication,531.77,1.48,IFlow|MT,,,
4748922,post-adjudication,209.71,0.947,ST|CN|IR|IR|ST,,,
4748933,post-adjudication,471.63,3.401,IR|CN|ST|IR|ST,,,
4748944,post-adjudication,55.82,0.202,IFlow,,,
4748956,post-adjudication,539.874,1.63,IFlow|IFlow,,,
4748969,post-adjudication,280,1.4,ST|IR|ST|IR,,,
4748980,post-adjudication,193.8,1,IR|ST|IR|ST,,,
4748992,post-adjudication,765,7,ST|IR|IR|ST,,,
4749005,post-adjudication,51,0.8,ST|ST|IR|IR,,,
4749017,post-adjudication,228,0.84,IR|ST|ST|IR,,,
4749034,post-adjudication,5.7,0.06,IR|IR,,,
4749045,post-adjudication,5,0.02,ST|ST,,,
4749055,post-adjudication,200,4.5,NA,,,
4749064,post-adjudication,1.96,0.013,IR,,,
4749076,post-adjudication,2.61,0.02,IR,,,
4749088,post-adjudication,8.12,0.05,IR,,,
4749101,post-adjudication,1.72,0.01,IR|IR,,,
4749113,post-adjudication,0.403,0.004,ST|WL|ST,,,
4749126,post-adjudication,5,0.1,DM|DM,,,
4749136,post-adjudication,200.5,1.38,IR|IR|ST|CN|ST,,,
4749161,post-adjudication,0.5,0.011,DS|DS,,,
4749171,post-adjudication,2,0.02,IR|IR|DS|DS,,,
4749182,post-adjudication,6.5,0.02,DM|DM,,,
4749197,post-adjudication,0.25,0.003,RE|DS|DS,,,
4749208,post-adjudication,3,0.02,DM|DM|RE,,,
4749220,post-adjudication,1032.55,2.5,IR,,,
4749230,post-adjudication,36.83,0.231,IR|ST|IR|ST,,,
4749242,post-adjudication,50.5,0.932,IR|IR,,,
4749253,post-adjudication,2.03,0.01,IR|IR,,,
4749265,post-adjudication,27.69,0.16,IR|IR,,,
4749279,post-adjudication,27.26,0.16,IR|IR,,,
4749292,post-adjudication,0.76,0.004,IR|IR,,,
4749305,post-adjudication,109.21,0.63,IR|IR,,,
4749319,post-adjudication,86.29,0.5,IR|IR,,,
4749332,post-adjudication,51.31,0.3,IR|IR,,,
4749346,post-adjudication,0.688,0.004,IR|IR,,,
4749359,post-adjudication,34.4,0.2,IR|IR,,,
4749371,post-adjudication,8.69,0.05,IR|IR,,,
4749383,post-adjudication,16.77,0.1,IR|IR,,,
4749395,post-adjudication,120.4,0.7,IR|IR,,,
4749408,post-adjudication,40.49,0.24,IR|IR,,,
4749421,post-adjudication,10.73,0.06,IR|IR,,,
4749433,post-adjudication,1.05,0.01,IR|IR,,,
4749446,post-adjudication,3.44,0.02,IR|IR,,,
4749458,post-adjudication,4.23,0.025,IR,,,
4749470,post-adjudication,43,0.25,IR,,,
4749483,post-adjudication,5.85,0.03,IR,,,
4749495,post-adjudication,3.01,0.02,IR,,,
4749507,post-adjudication,31,0.18,IR,,,
4749520,post-adjudication,11.13,0.07,IR,,,
4749533,post-adjudication,4.27,0.03,IR,,,
4749545,post-adjudication,19.66,0.11,IR,,,
4749557,post-adjudication,0.98,0.01,IR,,,
4749569,post-adjudication,13.5,0.08,IR,,,
4749581,post-adjudication,29.24,0.17,IR,,,
4749595,post-adjudication,20.64,0.12,IR,,,
4749608,post-adjudication,3.92,0.02,IR,,,
4749620,post-adjudication,25.32,0.15,ST|IR,,,
4749633,post-adjudication,6.88,0.04,IR,,,
4749645,post-adjudication,8.6,0.05,IR,,,
4749657,post-adjudication,17.2,0.1,IR,,,
4749669,post-adjudication,120.4,0.7,IR,,,
4749683,post-adjudication,5.5,0.03,IR,,,
4749695,post-adjudication,3.87,0.02,IR,,,
4749708,post-adjudication,30.96,0.18,IR,,,
4749720,post-adjudication,54.61,0.32,IR,,,
4749733,post-adjudication,27.52,0.16,IR,,,
4749746,post-adjudication,55.04,0.32,IR,,,
4749759,post-adjudication,14.05,0.08,IR,,,
4749774,post-adjudication,73.93,0.43,IR,,,
4749791,post-adjudication,34.4,0.2,IR|IR,,,
4749804,post-adjudication,22.38,0.13,IR,,,
4749820,post-adjudication,4.87,0.03,IR,,,
4749835,post-adjudication,11.18,0.07,IR,,,
4749848,post-adjudication,1.74,0.01,IR,,,
4749861,post-adjudication,9.03,0.05,IR,,,
4749874,post-adjudication,1.7,0.01,IR,,,
4749887,post-adjudication,1.72,0.01,IR,,,
4749900,post-adjudication,1.7,0.01,IR,,,
4749913,post-adjudication,77.4,0.45,IR,,,
4749927,post-adjudication,1,0.01,CI|HW,,,
4749937,post-adjudication,121,0.6,IR|IR|ST|HW|FR|ST,,,
4749950,post-adjudication,2,0.01,ST|DS|DS|ST,,,
4749961,post-adjudication,580,1.67,IR|ST|DM,,,
4749973,post-adjudication,0.76,0.004,WL|ST|ST,,,
4749986,post-adjudication,132,0.5,IR|IR,,,
4749997,post-adjudication,372,2,IR|IR,,,
4750007,post-adjudication,74.85,0.8,IR|IR|ST|ST,,,
4750020,post-adjudication,68,0.85,IR|IR|ST|ST,,,
4750031,post-adjudication,280,3.5,ST|IR|ST|IR,,,
4750042,post-adjudication,25.66,0.8,IR|ST|IR|ST,,,
4750056,post-adjudication,604,2,IR|ST|ST|IR,,,
4750070,post-adjudication,6,0.25,DM|DM,,,
4750081,post-adjudication,250261,NA,SR,,,
4750094,post-adjudication,4,0.04,DM|DM,,,
4750105,post-adjudication,1,0.02,DS|DS,,,
4750115,post-adjudication,1,0.02,DS|DS,,,
4750125,post-adjudication,2,0.02,DS|DS,,,
4750135,post-adjudication,1,0.02,DS|DS,,,
4750145,post-adjudication,14,0.05,RE,,,
4750155,post-adjudication,30.8,0.145,IR|ST|ST|IR,,,
4750166,post-adjudication,1,0.01,HW|CI,,,
4750176,post-adjudication,0.36,0.001,ST|ST,,,
4750186,post-adjudication,100.5,1.41,ST|ST|IR|IR,,,
4750197,post-adjudication,86,0.605,IR|ST|ST|IR,,,
4750212,post-adjudication,34.6,0.18,ST|ST|IR|IR,,,
4750223,post-adjudication,49,0.21,ST|IR|IR|ST,,,
4750234,post-adjudication,25.5,0.32,ST|IR|ST|IR,,,
4750250,post-adjudication,50.5,0.63,IR|CN|ST|IR|ST,,,
4750263,post-adjudication,51,0.36,IR|ST|IR|ST,,,
4750274,post-adjudication,70,0.868,CN|IR|IR,,,
4750284,post-adjudication,364,2.3,IR|ST|IR|ST,,,
4750295,post-adjudication,66.62,0.194,IR|IR,,,
4750312,post-adjudication,4,0.006,ST|ST,,,
4750322,post-adjudication,4,0.006,ST|ST,,,
4750332,post-adjudication,1137,10,ST|IR,,,
4750347,post-adjudication,140.8,0.468,IR|ST|ST|IR,,,
4750359,post-adjudication,160,0.29,ST|IR,,,
4750371,post-adjudication,300.96,1,IR|ST|ST|IR,,,
4750383,post-adjudication,395,1.58,ST|IR,,,
4750392,post-adjudication,35,0.14,IR|ST|ST|IR,,,
4750403,post-adjudication,1,0.04,IR|IR,,,
4750417,post-adjudication,5,0.02,IR|IR|ST|ST,,,
4750428,post-adjudication,2,0.04,IR|ST|ST|IR,,,
4750441,post-adjudication,523,2.1,IR|ST|IR|ST,,,
4750453,post-adjudication,101,0.4,IR|IR|ST|ST,,,
4750465,post-adjudication,334.5,2,IR|ST|ST|IR,,,
4750477,post-adjudication,200,0.82,IR|IR,,,
4750487,post-adjudication,122,0.4,IR|IR|IR|IR,,,
4750497,post-adjudication,178.076,0.583,IR|IR|IR|IR,,,
4750507,post-adjudication,213.5,0.7,IR|ST|IR|IR,,,
4750516,post-adjudication,6584.4902,22.151,IR|ST,,,
4750534,post-adjudication,446.7,1.46,IR|IR|IR,,,
4750544,post-adjudication,355.4,1.165,IR|IR|IR,,,
4750554,post-adjudication,48.3,0.158,IR|IR|IR,,,
4750564,post-adjudication,40.2,0.138,IR|IR|ST|IR,,,
4750576,post-adjudication,18.8,0.068,IR|ST|IR|IR|ST|IR,,,
4750590,post-adjudication,33,0.115,ST|IR|ST|IR|IR|IR,,,
4750602,post-adjudication,1,0.01,ST|ST,,,
4750613,post-adjudication,1,0.01,ST|ST,,,
4750623,post-adjudication,15.33,0.057,ST|IR|ST|IR|IR|IR,,,
4750635,post-adjudication,277.3,0.913,IR|IR|IR|ST,,,
4750646,post-adjudication,179,0.593,ST|IR|IR|IR,,,
4750656,post-adjudication,18.8,0.078,ST|IR|IR|IR|ST|IR,,,
4750672,post-adjudication,8.9,0.029,IR|IR|IR,,,
4750683,post-adjudication,17.8,0.058,IR|IR|IR|IR,,,
4750695,post-adjudication,229.3,0.756,IR|IR|IR|ST,,,
4750705,post-adjudication,428.4,1.4,IR|IR|IR|IR,,,
4750718,post-adjudication,428.4,1.4,IR|IR|IR|IR,,,
4750730,post-adjudication,194.2,0.63,IR|IR|ST|IR|ST|ST|ST,,,
4750740,post-adjudication,61,0.285,IR|ST,,,
4750749,post-adjudication,42.9,0.14,IR|IR,,,
4750762,post-adjudication,42.9,0.14,IR|IR,,,
4750772,post-adjudication,21.35,0.07,IR|ST|IR|ST|IR,,,
4750782,post-adjudication,2.5,0.012,IR,,,
4750791,post-adjudication,142.4,0.467,IR|IR|IR|IR,,,
4750803,post-adjudication,142.46,0.467,IR|IR|IR|IR,,,
4750815,post-adjudication,177.7,0.583,IR|IR|IR|IR,,,
4750827,post-adjudication,747.3,2.45,IR|IR|IR,,,
4750839,post-adjudication,71.1,0.233,IR|IR|IR|IR,,,
4750849,post-adjudication,942,2.8,IR|IR|IR|IR,,,
4750858,post-adjudication,206.77,0.666,IR|IR|IR,,,
4750868,post-adjudication,516,1.66,IR|IR|IR,,,
4750878,post-adjudication,355.3,1.165,IR|IR|IR,,,
4750888,post-adjudication,12,0.06,IR|IR,,,
4750901,post-adjudication,551.06,1.9,IR|IR,,,
4750913,post-adjudication,1263.36,3.84,IR,,,
4750922,post-adjudication,37.5,0.112,IR|IR|IR|IR,,,
4750931,post-adjudication,626.8,1.84,IFlow|IR,,,
4750941,post-adjudication,962,2.91,IR|IR|IR|IR,,,
4750950,post-adjudication,1098.6,3.26,IR|IR|IR|IR,,,
4750959,post-adjudication,720.2,2.353,IR|IR|IR,,,
4750969,post-adjudication,136.12,0.45,IR|IFlow|IFlow|IFlow|ST,,,
4750987,post-adjudication,32,0.105,IR|IR|IR|IR,,,
4751002,post-adjudication,158.6,0.52,IR|IR|IR,,,
4751012,post-adjudication,120.27,0.39,IR|IR|IR,,,
4751021,post-adjudication,56,0.186,IR|ST|ST|ST|IR|ST|IR|IR,,,
4751033,post-adjudication,14.42,0.039,IR|IR|IR|ST,,,
4751043,post-adjudication,21.4,0.07,IR|IR|IR|IR,,,
4751054,post-adjudication,356.4,1.17,IR|IR|IR|IR,,,
4751065,post-adjudication,171.88,0.56,IR|IR|IR|IR,,,
4751076,post-adjudication,356.4,1.17,IR|IR|IR|IR,,,
4751087,post-adjudication,356.4,1.17,IR|IR|IR|IR,,,
4751098,post-adjudication,80.5,0.3,ST|IR|CN|IR|CN,,,
4751111,post-adjudication,844.23,2.8,IFlow,,,
4751121,post-adjudication,29.16,0.0967,ST|IR|IR|IR,,,
4751135,post-adjudication,27.68,0.0966,IR|IR|ST|IR,,,
4751149,post-adjudication,393.65,1.327,IR|ST|IR|IR,,,
4751163,post-adjudication,472.72,1.56,ST|IFlow,,,
4751177,post-adjudication,1.43,0.028,ST,,,
4751193,post-adjudication,28,0.11,IFlow|IFlow|IFlow,,,
4751205,post-adjudication,66.53,0.22,IFlow|IFlow|IFlow,,,
4751217,post-adjudication,105.16,0.36,IR|IR|IR|ST,,,
4751231,post-adjudication,72.26,0.23,IR|IR|IR|IR,,,
4751242,post-adjudication,42.62,0.139,ST|IR|ST|IR|ST|IR,,,
4751252,post-adjudication,28,0.093,ST|IR|ST|IR|IR|ST,,,
4751261,post-adjudication,196.343,0.651,IFlow|IFlow|IFlow|IFlow,,,
4751275,post-adjudication,211.87,0.69,IR|IR|IR|IR,,,
4751287,post-adjudication,196,0.583,IR|IR|IR|IR|IR,,,
4751297,post-adjudication,216.9,0.699,IR|IR|IR,,,
4751308,post-adjudication,506.1,1.63,IR|IR|IR,,,
4751319,post-adjudication,240,0.8,IR|IR|ST|IR,,,
4751328,post-adjudication,193.74,0.64,IR|IR|IR,,,
4751340,post-adjudication,4.3,0.07,HW|DC,,,
4751351,post-adjudication,105.8,0.315,IR|IR|IR|IR,,,
4751361,post-adjudication,110.7,0.41,IR|IR,,,
4751371,post-adjudication,10.8,0.04,IR|IR,,,
4751383,post-adjudication,68.5,0.26,ST|IR|IR|ST,,,
4751395,post-adjudication,23,0.045,IR|ST|IR|ST,,,
4751406,post-adjudication,1440,6.72,ST|IR|IR|ST,,,
4751428,post-adjudication,130,0.64,ST|IR|ST|IR,,,
4751440,post-adjudication,29,0.07,IR|IR|ST|ST,,,
4751451,post-adjudication,6.52,0.047,IR|ST|ST|IR,,,
4751463,post-adjudication,20.68,0.08,IR|IR|ST|ST,,,
4751474,post-adjudication,16.2,0.06,ST|IR|IR|ST,,,
4751485,post-adjudication,66,0.2,ST|IR|ST|IR,,,
4751497,post-adjudication,98,0.3,IR|ST|ST|IR,,,
4751510,post-adjudication,5.4,0.02,ST|IR|IR|ST,,,
4751521,post-adjudication,16.2,0.06,ST|IR|IR|ST,,,
4751532,post-adjudication,21.6,0.08,ST|IR|IR|ST,,,
4751543,post-adjudication,13.5,0.05,IR|IR,,,
4751554,post-adjudication,10.8,0.04,IR|IR,,,
4751564,post-adjudication,21.6,0.08,ST|IR|ST|IR,,,
4751575,post-adjudication,11,0.07,DS|IR|FR|IR,,,
4751587,post-adjudication,NA,NA,RE,,,
4751598,post-adjudication,0.43,0.0024,ST|ST,,,
4751608,post-adjudication,22,0.6,ST|IR|ST|IR|CN,,,
4751621,post-adjudication,72,0.2,IR|IR,,,
4751631,post-adjudication,221,1.77,CN|ST|IR|ST|IR,,,
4751642,post-adjudication,84,0.28,IR|ST|IR,,,
4751657,post-adjudication,15,0.05,ST|IR|IR|ST,,,
4751668,post-adjudication,26,0.15,ST|IR|IR|ST,,,
4751679,post-adjudication,24,0.15,ST|ST|IR|IR,,,
4751690,post-adjudication,1764,5.18,IR,,,
4751700,post-adjudication,3027,9.33,IR,,,
4751710,post-adjudication,5163,14.98,IR,,,
4751727,post-adjudication,5263,13.4,IR,,,
4751738,post-adjudication,1746,5.3,IR,,,
4751748,post-adjudication,2879,17.73,NA,,,
4751763,post-adjudication,945,3,NA,,,
4751773,post-adjudication,7260,10,NA,,,
4751783,post-adjudication,4414,29,NA,,,
4751795,post-adjudication,4500,29,NA,,,
4751815,post-adjudication,344,1.5,IR,,,
4751824,post-adjudication,16876,62.5,IR,,,
4751834,post-adjudication,4300,64,IR,,,
4751845,post-adjudication,1100,33,IR,,,
4751854,post-adjudication,73.4,0.391,CN|IR|IR,,,
4751865,post-adjudication,38,0.204,IR|ST|CN|IR|ST,,,
4751881,post-adjudication,157.5,0.86,IR|IR|CN,,,
4751891,post-adjudication,9,0.046,IR|CN|IR,,,
4751904,post-adjudication,3.38,0.023,IR|IR|CN,,,
4751915,post-adjudication,31.8,0.125,CN|IR|IR,,,
4751925,post-adjudication,270,2.32,IR|IR,,,
4751936,post-adjudication,2845.55,31.02,IR|IR|CN|FP|FP|ST|ST,,,
4751952,post-adjudication,147,0.644,IR|CN|IR,,,
4751963,post-adjudication,3952.3201,29.443,IR|CN|ST|ST|IR,,,
4751981,post-adjudication,3123.15,26.253,IR|CN|IR|ST|ST,,,
4751996,post-adjudication,1007.617,2.69,IR,,,
4752008,post-adjudication,284.511,0.833,IR,,,
4752020,post-adjudication,42.694,0.125,IR,,,
4752032,post-adjudication,142.44,0.417,IR,,,
4752044,post-adjudication,606.952,2,IR,,,
4752056,post-adjudication,114.749,0.295,IR,,,
4752068,post-adjudication,1110.458,2.969,IR,,,
4752080,post-adjudication,42337.2109,105,IR,,,
4752092,post-adjudication,606.951,2,IR,,,
4752104,post-adjudication,4486,36.478,IR,,,
4752120,post-adjudication,10484,29,IR|ST,,,
4752129,post-adjudication,27,0.12,IR|IR,,,
4752148,post-adjudication,90,0.4,IR|IR,,,
4752160,post-adjudication,45,0.23,CN|IR|IR,,,
4752172,post-adjudication,90,0.45,CN|IR|IR,,,
4752185,post-adjudication,789,6.45,CI|IR|CI|IR|CN,,,
4752197,post-adjudication,11299.8203,50,IR|IR|IR|IR,,,
4752212,post-adjudication,13.5,0.06,IR|IR,,,
4752222,post-adjudication,6347,21.94,ST|IR|ST|CN|IR,,,
4752233,post-adjudication,2479,13.12,ST|IR|CN|IR|ST,,,
4752244,post-adjudication,76.5,0.49,IR|IR|CN,,,
4752254,post-adjudication,2.3,0.032,IR|CN|IR,,,
4752264,post-adjudication,8516.5,37.57,ST|IR|IR|ST|CN,,,
4752275,post-adjudication,7.9,0.04,IR|IR,,,
4752286,post-adjudication,88,0.37,IR|IR,,,
4752299,post-adjudication,1.1,0.01,IR|IR,,,
4752309,post-adjudication,1.1,0.01,IR|IR,,,
4752319,post-adjudication,11.3,0.05,IR|IR,,,
4752330,post-adjudication,3.8,0.02,IR|IR,,,
4752341,post-adjudication,3.4,0.02,IR|IR,,,
4752352,post-adjudication,NA,0.02,EN,,,
4752361,post-adjudication,2,0.01,DS|DS,,,
4752371,post-adjudication,NA,0.62,RE|FS,,,
4752382,post-adjudication,0.5,0.04,RE,,,
4752391,post-adjudication,NA,0.08,EN|FS,,,
4752401,post-adjudication,55,0.424,ST|IR|CN|IR|ST,,,
4752412,post-adjudication,10,0.06,IR|ST|IR|CN|ST,,,
4752423,post-adjudication,10,0.08,IR|ST|ST|IR|CN,,,
4752449,post-adjudication,9.5,0.06,IR|DS|DS|IR,,,
4752463,post-adjudication,15.75,0.07,IR|IR,,,
4752477,post-adjudication,10.125,0.045,IR|IR,,,
4752487,post-adjudication,42.13,0.198,IR|IR,,,
4752497,post-adjudication,8.32,0.04,IR|IR,,,
4752508,post-adjudication,272.75,1,ST|IR|IR|ST|CN,,,
4752527,post-adjudication,200.5,1.38,CN|IR|ST|IR|ST,,,
4752551,post-adjudication,153.3,0.42,IR|IR,,,
4752567,post-adjudication,66,0.49,CN|IR|IR,,,
4752577,post-adjudication,16.75,0.1833,IR|ST|ST|CN|IR,,,
4752591,post-adjudication,27,0.234,CN|IR|IR,,,
4752601,post-adjudication,6,0.052,IR|IR|CN,,,
4752613,post-adjudication,46.5,0.403,IR|IR|CN,,,
4752625,post-adjudication,6,0.052,IR|CN|IR,,,
4752636,post-adjudication,87,0.754,IR|CN|IR,,,
4752647,post-adjudication,15,0.14,IR|IR|CN,,,
4752659,post-adjudication,252,1.68,IR|IR,,,
4752669,post-adjudication,9,0.084,IR|CN|IR,,,
4752681,post-adjudication,60,0.56,CN|IR|IR,,,
4752692,post-adjudication,3,0.024,CN|ST|IR|ST|IR,,,
4752704,post-adjudication,15,0.14,IR|CN|IR,,,
4752714,post-adjudication,141,1.316,IR|IR|CN,,,
4752725,post-adjudication,24,0.224,IR|CN|IR,,,
4752735,post-adjudication,4.5,0.042,IR|IR|CN,,,
4752745,post-adjudication,15,0.14,IR|CN|IR,,,
4752755,post-adjudication,82.5,0.694,IR|IR|CN,,,
4752770,post-adjudication,2.25,0.02,IR|IR,,,
4752780,post-adjudication,254.7,1.605,IR|ST|ST|IR|CN,,,
4752807,post-adjudication,112,0.38,IFlow,,,
4752821,post-adjudication,9,0.04,IR|IR,,,
4752832,post-adjudication,3,0.02,ST|IR|IR|ST,,,
4752843,post-adjudication,8.6,0.067,IR|IR|CN,,,
4752853,post-adjudication,35,0.18,CN|IR|ST|ST|IR,,,
4752864,post-adjudication,12.3,0.1,ST|ST|IR|CN|IR,,,
4752875,post-adjudication,4.5,0.03,IR|IR|CN,,,
4752885,post-adjudication,12.3,0.1,IR|IR|CN|ST|ST,,,
4752896,post-adjudication,25,0.183,IR|ST|ST|IR|CN,,,
4752908,post-adjudication,6.8,0.03,IR|IR,,,
4752919,post-adjudication,15.8,0.07,IR|IR,,,
4752932,post-adjudication,29,0.227,CN|IR|ST|ST|IR,,,
4752943,post-adjudication,24,0.09,ST|IR|IR|ST,,,
4752954,post-adjudication,34.47,0.162,IR|IR,,,
4752964,post-adjudication,26.81,0.126,IR|IR,,,
4752974,post-adjudication,16,0.175,CN|IR|ST|ST|IR,,,
4752988,post-adjudication,24.34,0.204,IR|IR|ST|CN|ST,,,
4753005,post-adjudication,290.92,1.6,ST|IR|IR|CN|ST,,,
4753018,post-adjudication,13.54,0.079,ST|IR|ST|CN|IR,,,
4753031,post-adjudication,1.5,0.0165,IR|CN|IR,,,
4753044,post-adjudication,19,0.12,ST|ST|CN|IR|IR,,,
4753055,post-adjudication,2,0.02,IR|CN,,,
4753065,post-adjudication,1,0.02,CN|IR|IR,,,
4753076,post-adjudication,3,0.03,IR|CN|ST,,,
4753089,post-adjudication,23.5,0.19,CN|IR|ST|ST|IR,,,
4753102,post-adjudication,247.5,1.1,IR|IR,,,
4753115,post-adjudication,15.55,0.17,ST|ST|IR|CN|IR,,,
4753131,post-adjudication,250,2.75,CN|IR|ST|IR|ST,,,
4753142,post-adjudication,5.28,0.0581,ST|CN|ST|IR|IR,,,
4753155,post-adjudication,16,0.175,CN|IR|ST|IR|ST,,,
4753169,post-adjudication,121,1.33,IR|ST|IR|ST|CN,,,
4753181,post-adjudication,16,0.175,IR|ST|ST|IR|CN,,,
4753192,post-adjudication,16,0.175,CN|IR|ST|IR|ST,,,
4753203,post-adjudication,16,0.175,ST|IR|CN|ST|IR,,,
